Taxa	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halapricum	10	0	0	4	0	0	11	0	0	6	1	30	6	1	0	4	2	0	2	1	3	7	0	2	1	8	0	2	26	0	1	3	1	2	1	3	0	7	2	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halapricum|s__Halapricum desulfuricans	8	0	0	3	0	0	9	0	0	5	1	29	6	0	0	4	2	0	2	0	3	5	0	2	1	8	0	2	26	0	1	3	0	1	1	2	0	4	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halapricum|s__Halapricum salinum	2	0	0	1	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula	10	4	0	4	0	0	0	0	0	4	3	4	1	0	0	1	1	0	1	3	0	1	0	5	2	2	5	5	13	0	7	9	1	3	10	5	0	3	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula hispanica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula marismortui	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula sinaiiensis	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula sp. CBA1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula taiwanensis	4	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	2	0	0	5	2	2	0	6	4	1	1	10	3	0	3	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halocatena	6	2	3	2	1	2	7	0	0	2	0	1	1	0	0	7	6	2	0	2	2	2	1	2	0	2	0	3	0	2	1	0	0	2	0	0	2	12	1	8
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halocatena|s__Halocatena marina	0	0	1	2	0	0	6	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	6	0	5
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halocatena|s__Halocatena salina	6	2	2	0	1	2	1	0	0	1	0	0	0	0	0	7	3	2	0	2	2	2	1	1	0	2	0	1	0	1	1	0	0	2	0	0	2	6	1	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halococcoides	0	0	0	0	0	0	4	0	0	2	0	18	1	2	11	0	1	0	0	2	0	0	0	2	0	0	2	0	2	0	2	0	1	0	5	1	3	6	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halococcoides|s__Halococcoides cellulosivorans	0	0	0	0	0	0	4	0	0	2	0	18	1	2	11	0	1	0	0	2	0	0	0	2	0	0	2	0	2	0	2	0	1	0	5	1	3	6	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloglomus	0	5	1	4	0	0	5	0	0	5	0	5	0	4	1	2	4	0	0	13	1	5	0	3	7	2	0	2	7	0	0	0	2	3	3	1	0	6	0	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloglomus|s__Haloglomus halophilum	0	2	0	2	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloglomus|s__Haloglomus salinum	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloglomus|s__Haloglomus sp. DT116	0	2	1	0	0	0	1	0	0	2	0	1	0	3	0	2	2	0	0	5	0	3	0	2	6	1	0	2	5	0	0	0	2	0	0	1	0	3	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomarina	0	3	1	1	0	0	12	0	0	4	0	31	5	9	7	2	1	0	0	18	11	6	0	7	14	5	4	12	2	1	8	3	1	2	7	3	0	15	4	5
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomarina|s__Halomarina sp. BCD28	0	1	1	1	0	0	4	0	0	1	0	17	0	5	2	1	0	0	0	16	3	3	0	1	3	1	1	1	0	0	0	1	0	2	0	1	0	8	1	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomarina|s__Halomarina sp. BND7	0	2	0	0	0	0	0	0	0	2	0	0	3	0	3	0	1	0	0	1	0	1	0	5	8	0	0	1	1	0	4	0	0	0	6	1	0	5	1	4
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomarina|s__Halomarina sp. PSR21	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	8	1	0	1	1	4	0	10	1	0	3	1	1	0	0	1	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula	13	7	1	4	3	1	8	1	0	10	0	13	6	4	13	4	12	3	1	14	6	10	5	4	12	13	0	4	10	7	7	11	1	4	5	6	10	4	5	5
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula marina	1	1	0	0	0	0	0	0	0	3	0	0	3	2	1	0	1	0	0	2	2	0	0	1	1	1	0	1	1	0	1	1	0	0	2	2	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. DFY41	5	0	0	2	0	0	0	0	0	1	0	3	0	0	1	1	3	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. GDY20	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	1	3	3	0	6	0	3	1	0	2	6	0	0	2	0	1	2	0	3	1	1	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. SHR3	5	5	1	1	2	0	0	0	0	2	0	2	3	0	9	0	4	0	0	1	2	1	1	0	6	3	0	1	2	6	3	6	0	0	0	2	3	0	4	4
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. SYNS111	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. XH51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. YJ-61-S	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	1	3	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicroarcula|s__Halomicroarcula sp. ZS-22-S1	1	1	0	0	1	0	5	0	0	2	0	1	0	0	1	1	0	0	0	0	0	2	2	1	1	0	0	1	3	0	0	0	0	0	0	1	4	0	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicrobium	5	3	1	4	1	1	5	0	1	3	4	8	5	6	16	1	4	1	2	7	1	6	2	7	15	6	1	2	9	3	3	6	6	7	1	1	6	2	4	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicrobium|s__Halomicrobium salinisoli	2	0	0	1	0	1	3	0	0	0	0	2	1	2	1	0	0	0	0	5	1	3	0	4	13	1	0	0	0	0	1	2	6	5	0	1	4	1	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicrobium|s__Halomicrobium sp. LC1Hm	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	1	0	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halomicrobium|s__Halomicrobium urmianum	1	0	0	0	0	0	0	0	0	0	1	3	0	0	9	1	4	0	2	0	0	0	0	1	0	1	0	0	6	1	0	3	0	0	0	0	1	0	1	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorarius	0	0	1	0	0	0	1	0	0	4	0	13	1	1	29	1	1	0	0	1	3	0	0	2	2	1	1	3	8	0	4	0	0	4	1	0	0	3	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorarius|s__Halorarius halobius	0	0	1	0	0	0	1	0	0	3	0	3	0	1	1	1	1	0	0	1	2	0	0	2	2	0	1	3	7	0	1	0	0	3	1	0	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorarius|s__Halorarius litoreus	0	0	0	0	0	0	0	0	0	1	0	10	1	0	28	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	0	1	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus	5	2	2	4	0	0	2	1	1	12	5	14	0	1	5	11	7	0	2	4	6	9	1	4	3	3	0	4	8	0	1	6	1	1	1	1	2	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus|s__Halorhabdus sp. CBA1104	2	0	0	1	0	0	0	0	1	5	4	5	0	0	0	3	1	0	1	1	3	6	1	0	3	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus|s__Halorhabdus tiamatea	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus|s__Halorhabdus utahensis	0	2	2	2	0	0	0	0	0	0	1	2	0	0	1	2	4	0	1	2	1	2	0	2	0	0	0	4	8	0	1	0	1	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis	3	3	0	3	1	1	15	0	0	9	0	30	3	1	15	1	10	1	0	6	1	4	0	5	5	6	1	10	18	3	2	2	3	6	0	1	2	3	13	6
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis|s__Halorientalis litorea	2	0	0	0	0	1	14	0	0	3	0	27	2	0	8	0	7	0	0	6	0	3	0	2	2	2	0	2	9	3	1	2	3	5	0	1	1	1	13	6
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis|s__Halorientalis marina	0	1	0	0	1	0	0	0	0	6	0	3	0	1	5	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis|s__Halorientalis sp. IM1011	1	2	0	3	0	0	1	0	0	0	0	0	1	0	2	0	3	1	0	0	1	1	0	3	3	3	0	7	9	0	0	0	0	1	0	0	0	1	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosegnis	6	0	0	1	0	0	2	0	0	3	0	30	4	0	9	0	1	1	2	2	1	7	0	5	1	3	2	2	12	0	2	3	5	0	1	3	0	3	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosegnis|s__Halosegnis longus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosegnis|s__Halosegnis sp. DT85	6	0	0	1	0	0	2	0	0	3	0	30	4	0	9	0	1	1	2	2	1	7	0	5	1	3	0	2	12	0	2	3	5	0	1	3	0	3	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosimplex	12	0	1	5	1	0	9	0	0	4	0	19	2	5	6	6	2	0	0	11	2	2	2	0	0	3	1	3	7	0	2	3	5	3	4	1	13	4	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosimplex|s__Halosimplex litoreum	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	0	1	1	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosimplex|s__Halosimplex pelagicum	0	0	1	1	0	0	2	0	0	1	0	2	0	4	1	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	5	0	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosimplex|s__Halosimplex rubrum	9	0	0	0	1	0	7	0	0	0	0	14	1	1	2	1	0	0	0	4	2	0	0	0	0	1	0	0	0	0	1	1	2	1	0	0	0	3	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halosimplex|s__Halosimplex sp. XZYJT29	2	0	0	2	0	0	0	0	0	2	0	3	0	0	1	4	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	1	2	4	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halovenus	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halovenus|s__Halovenus salina	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas	3	8	7	1	2	0	0	5	1	7	1	10	2	4	2	8	9	1	0	4	2	4	1	4	4	1	1	9	3	0	7	3	3	4	7	4	0	5	7	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas gomsonensis	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	2	2	0	0	0	0	1	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas halophila	0	0	6	0	0	0	0	3	1	5	1	7	0	0	1	1	1	0	0	1	0	0	0	3	0	1	1	2	1	0	1	0	0	0	6	1	0	2	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas marina	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	1	4	0	0	0	1	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas moolapensis	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	5	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas pharaonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	1	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas salina	3	8	0	1	0	0	0	0	0	0	0	2	0	3	1	1	2	0	0	2	1	2	0	0	2	0	0	5	0	0	3	0	0	0	1	0	0	0	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Salinibaculum	0	1	0	1	0	0	2	0	0	0	0	2	0	4	0	1	2	0	0	8	0	5	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	3	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Salinibaculum|s__Salinibaculum sp. KK48	0	1	0	1	0	0	2	0	0	0	0	2	0	4	0	1	2	0	0	8	0	5	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	3	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Salinirubellus	3	0	0	1	0	0	3	0	0	2	0	36	2	0	4	1	1	0	0	1	0	0	0	2	1	0	0	38	7	1	1	1	0	0	1	3	2	1	1	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Salinirubellus|s__Salinirubellus salinus	3	0	0	1	0	0	3	0	0	2	0	36	2	0	4	1	1	0	0	1	0	0	0	2	1	0	0	38	7	1	1	1	0	0	1	3	2	1	1	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae	30	8	3	8	1	3	19	2	0	28	2	50	21	18	39	16	11	5	3	30	9	21	5	13	23	20	10	7	35	4	12	36	9	7	11	12	9	16	16	9
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halanaeroarchaeum	0	4	0	0	0	1	0	0	0	1	0	0	0	1	6	3	2	2	0	1	1	0	0	0	0	3	1	0	7	0	2	16	0	1	0	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halanaeroarchaeum|s__Halanaeroarchaeum sp. HSR-CO	0	3	0	0	0	1	0	0	0	1	0	0	0	1	6	3	2	2	0	1	0	0	0	0	0	2	1	0	1	0	0	16	0	1	0	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halanaeroarchaeum|s__Halanaeroarchaeum sulfurireducens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum	1	0	1	0	0	0	2	1	0	1	0	3	0	2	1	1	1	0	0	9	2	0	0	0	2	1	3	3	4	0	0	0	0	0	1	0	1	2	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum sp. CBA1220	1	0	1	0	0	0	2	1	0	1	0	3	0	2	1	1	1	0	0	9	2	0	0	0	2	1	3	3	4	0	0	0	0	0	1	0	1	2	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium	24	2	0	3	0	2	15	0	0	26	2	44	20	12	27	5	6	3	3	6	4	13	2	9	14	14	1	3	15	2	4	13	1	3	9	5	2	8	13	6
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium hubeiense	9	0	0	0	0	1	5	0	0	12	0	7	6	2	7	1	2	0	3	1	1	3	0	4	3	3	0	1	5	1	0	9	0	0	0	1	0	0	8	2
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium litoreum	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	0	0	2	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium noricense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium salinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium sp. BOL4-2	1	0	0	0	0	0	2	0	0	1	0	10	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium sp. GN101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium wangiae	7	1	0	1	0	0	3	0	0	6	0	14	4	0	8	0	0	1	0	0	0	4	0	4	2	4	0	0	1	0	1	3	0	1	0	1	0	1	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium zhouii	5	0	0	0	0	0	1	0	0	1	0	4	6	0	1	0	1	0	0	1	1	1	0	0	3	2	0	0	0	0	1	0	0	1	0	0	0	1	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halodesulfurarchaeum	1	2	1	5	0	0	1	1	0	0	0	2	0	2	2	5	1	0	0	10	0	7	0	0	6	1	1	1	6	0	1	0	6	3	1	1	1	6	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halodesulfurarchaeum|s__Halodesulfurarchaeum formicicum	1	2	1	5	0	0	1	1	0	0	0	2	0	2	2	5	1	0	0	10	0	7	0	0	6	1	1	1	6	0	1	0	6	3	1	1	1	6	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum	4	0	1	0	1	0	1	0	0	0	0	1	1	1	1	2	1	0	0	4	2	1	3	4	1	1	4	0	3	2	2	2	2	0	0	4	5	0	2	2
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum japonicum	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	4	2	1	0	1	0	0	1	0	2	2	1	1	1	0	0	3	0	0	0	2
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum sp. JOR-1	3	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	3	0	1	0	1	1	1	0	0	0	0	0	2	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae	3	0	0	0	2	0	12	0	0	5	0	30	4	0	25	0	1	0	0	2	0	1	0	1	2	4	0	4	1	0	6	1	0	1	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halalkalicoccus	3	0	0	0	2	0	1	0	0	1	0	0	1	0	22	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halalkalicoccus|s__Halalkalicoccus jeotgali	3	0	0	0	2	0	1	0	0	1	0	0	1	0	22	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus	0	0	0	0	0	0	11	0	0	4	0	30	3	0	3	0	1	0	0	1	0	0	0	0	2	3	0	3	1	0	3	1	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus dombrowskii	0	0	0	0	0	0	6	0	0	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus qingdaonensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
